Quarters,STATE,RATE,URL
Q1 2021,WI,63.7,/nchs/pressroom/states/wisconsin/wi.htm
Q1 2021,WY,91.3,/nchs/pressroom/states/wyoming/wy.htm
Q4 2020,AL,188.7,/nchs/pressroom/states/alabama/al.htm
Q4 2020,AK,111.7,/nchs/pressroom/states/alaska/ak.htm
Q4 2020,AZ,149.4,/nchs/pressroom/states/arizona/az.htm
Q4 2020,AR,227.5,/nchs/pressroom/states/arkansas/ar.htm
Q4 2020,CA,140.4,/nchs/pressroom/states/california/ca.htm
Q4 2020,CO,163.2,/nchs/pressroom/states/colorado/co.htm
Q4 2020,CT,123.9,/nchs/pressroom/states/connecticut/ct.htm
Q4 2020,DE,117.4,/nchs/pressroom/states/delaware/de.htm
Q4 2020,FL,64.6,/nchs/pressroom/states/florida/fl.htm
Q4 2020,GA,114.8,/nchs/pressroom/states/georgia/ga.htm
Q4 2020,HI,27.1,/nchs/pressroom/states/hawaii/hi.htm
Q4 2020,ID,165.7,/nchs/pressroom/states/idaho/id.htm
Q4 2020,IL,198.5,/nchs/pressroom/states/illinois/il.htm
Q4 2020,IN,247,/nchs/pressroom/states/indiana/in.htm
Q4 2020,IA,274.5,/nchs/pressroom/states/iowa/ia.htm
Q4 2020,KS,275.3,/nchs/pressroom/states/kansas/ks.htm
Q4 2020,KY,201.9,/nchs/pressroom/states/kentucky/ky.htm
Q4 2020,LA,121.4,/nchs/pressroom/states/louisiana/la.htm
Q4 2020,ME,50.6,/nchs/pressroom/states/maine/me.htm
Q4 2020,MD,110.4,/nchs/pressroom/states/maryland/md.htm
Q4 2020,MA,77.5,/nchs/pressroom/states/massachusetts/ma.htm
Q4 2020,MI,162.7,/nchs/pressroom/states/michigan/mi.htm
Q4 2020,MN,182.4,/nchs/pressroom/states/minnesota/mn.htm
Q4 2020,MS,191.3,/nchs/pressroom/states/mississippi/ms.htm
Q4 2020,MO,237.6,/nchs/pressroom/states/missouri/mo.htm
Q4 2020,MT,249,/nchs/pressroom/states/montana/mt.htm
Q4 2020,NE,245.5,/nchs/pressroom/states/nebraska/ne.htm
Q4 2020,NV,193.3,/nchs/pressroom/states/nevada/nv.htm
Q4 2020,NH,71.5,/nchs/pressroom/states/newhampshire/nh.htm
Q4 2020,NJ,111.4,/nchs/pressroom/states/newjersey/nj.htm
Q4 2020,NM,301.1,/nchs/pressroom/states/newmexico/nm.htm
Q4 2020,NY,80,/nchs/pressroom/states/newyork/ny.htm
Q4 2020,NC,129.1,/nchs/pressroom/states/northcarolina/nc.htm
Q4 2020,ND,392.6,/nchs/pressroom/states/northdakota/nd.htm
Q4 2020,OH,232.9,/nchs/pressroom/states/ohio/oh.htm
Q4 2020,OK,297,/nchs/pressroom/states/oklahoma/ok.htm
Q4 2020,OR,64.9,/nchs/pressroom/states/oregon/or.htm
Q4 2020,PA,185.7,/nchs/pressroom/states/pennsylvania/pa.htm
Q4 2020,RI,173.9,/nchs/pressroom/states/rhodeisland/ri.htm
Q4 2020,SC,118.5,/nchs/pressroom/states/southcarolina/sc.htm
Q4 2020,SD,411.4,/nchs/pressroom/states/southdakota/sd.htm
Q4 2020,TN,212.3,/nchs/pressroom/states/tennessee/tn.htm
Q4 2020,TX,192.7,/nchs/pressroom/states/texas/tx.htm
Q4 2020,UT,131.9,/nchs/pressroom/states/utah/ut.htm
Q4 2020,VT,33.2,/nchs/pressroom/states/vermont/vt.htm
Q4 2020,VA,100.7,/nchs/pressroom/states/virginia/va.htm
Q4 2020,WA,64.3,/nchs/pressroom/states/washington/wa.htm
Q4 2020,WV,172.8,/nchs/pressroom/states/westvirginia/wv.htm
Q4 2020,WI,215,/nchs/pressroom/states/wisconsin/wi.htm
Q4 2020,WY,224.1,/nchs/pressroom/states/wyoming/wy.htm
Q3 2020,AL,149.6,/nchs/pressroom/states/alabama/al.htm
Q3 2020,AK,22.7,/nchs/pressroom/states/alaska/ak.htm
Q3 2020,AZ,124.6,/nchs/pressroom/states/arizona/az.htm
Q3 2020,AR,101.2,/nchs/pressroom/states/arkansas/ar.htm
Q3 2020,CA,78.3,/nchs/pressroom/states/california/ca.htm
Q3 2020,CO,20,/nchs/pressroom/states/colorado/co.htm
Q3 2020,CT,8.9,/nchs/pressroom/states/connecticut/ct.htm
Q3 2020,DE,21,/nchs/pressroom/states/delaware/de.htm
Q3 2020,FL,121.7,/nchs/pressroom/states/florida/fl.htm
Q3 2020,GA,127.7,/nchs/pressroom/states/georgia/ga.htm
Q3 2020,HI,36.1,/nchs/pressroom/states/hawaii/hi.htm
Q3 2020,ID,69.4,/nchs/pressroom/states/idaho/id.htm
Q3 2020,IL,34.4,/nchs/pressroom/states/illinois/il.htm
Q3 2020,IN,46.6,/nchs/pressroom/states/indiana/in.htm
Q3 2020,IA,57.6,/nchs/pressroom/states/iowa/ia.htm
Q3 2020,KS,53.7,/nchs/pressroom/states/kansas/ks.htm
Q3 2020,KY,48.7,/nchs/pressroom/states/kentucky/ky.htm
Q3 2020,LA,136.2,/nchs/pressroom/states/louisiana/la.htm
Q3 2020,ME,7.3,/nchs/pressroom/states/maine/me.htm
Q3 2020,MD,36.2,/nchs/pressroom/states/maryland/md.htm
Q3 2020,MA,12.4,/nchs/pressroom/states/massachusetts/ma.htm
Q3 2020,MI,17.3,/nchs/pressroom/states/michigan/mi.htm
Q3 2020,MN,28.5,/nchs/pressroom/states/minnesota/mn.htm
Q3 2020,MS,190.1,/nchs/pressroom/states/mississippi/ms.htm
Q3 2020,MO,61.2,/nchs/pressroom/states/missouri/mo.htm
Q3 2020,MT,43.7,/nchs/pressroom/states/montana/mt.htm
Q3 2020,NE,38.8,/nchs/pressroom/states/nebraska/ne.htm
Q3 2020,NV,106.3,/nchs/pressroom/states/nevada/nv.htm
Q3 2020,NH,10,/nchs/pressroom/states/newhampshire/nh.htm
Q3 2020,NJ,16.5,/nchs/pressroom/states/newjersey/nj.htm
Q3 2020,NM,46.6,/nchs/pressroom/states/newmexico/nm.htm
Q3 2020,NY,11.4,/nchs/pressroom/states/newyork/ny.htm
Q3 2020,NC,68.9,/nchs/pressroom/states/northcarolina/nc.htm
Q3 2020,ND,59,/nchs/pressroom/states/northdakota/nd.htm
Q3 2020,OH,47.9,/nchs/pressroom/states/ohio/oh.htm
Q3 2020,OK,71.4,/nchs/pressroom/states/oklahoma/ok.htm
Q3 2020,OR,22.4,/nchs/pressroom/states/oregon/or.htm
Q3 2020,PA,25.7,/nchs/pressroom/states/pennsylvania/pa.htm
Q3 2020,RI,26.2,/nchs/pressroom/states/rhodeisland/ri.htm
Q3 2020,SC,142.4,/nchs/pressroom/states/southcarolina/sc.htm
Q3 2020,SD,55.9,/nchs/pressroom/states/southdakota/sd.htm
Q3 2020,TN,79,/nchs/pressroom/states/tennessee/tn.htm
Q3 2020,TX,181.3,/nchs/pressroom/states/texas/tx.htm
Q3 2020,UT,36.1,/nchs/pressroom/states/utah/ut.htm
Q3 2020,VT,,/nchs/pressroom/states/vermont/vt.htm
Q3 2020,VA,48,/nchs/pressroom/states/virginia/va.htm
Q3 2020,WA,29.3,/nchs/pressroom/states/washington/wa.htm
Q3 2020,WV,36.7,/nchs/pressroom/states/westvirginia/wv.htm
Q3 2020,WI,24.5,/nchs/pressroom/states/wisconsin/wi.htm
Q3 2020,WY,16.6,/nchs/pressroom/states/wyoming/wy.htm
Q2 2020,AL,71.6,/nchs/pressroom/states/alabama/al.htm
Q2 2020,AK,4.6,/nchs/pressroom/states/alaska/ak.htm
Q2 2020,AZ,71.5,/nchs/pressroom/states/arizona/az.htm
Q2 2020,AR,29.1,/nchs/pressroom/states/arkansas/ar.htm
Q2 2020,CA,52.5,/nchs/pressroom/states/california/ca.htm
Q2 2020,CO,87.2,/nchs/pressroom/states/colorado/co.htm
Q2 2020,CT,306.3,/nchs/pressroom/states/connecticut/ct.htm
Q2 2020,DE,151.5,/nchs/pressroom/states/delaware/de.htm
Q2 2020,FL,36.2,/nchs/pressroom/states/florida/fl.htm
Q2 2020,GA,75.4,/nchs/pressroom/states/georgia/ga.htm
Q2 2020,HI,3.5,/nchs/pressroom/states/hawaii/hi.htm
Q2 2020,ID,15.3,/nchs/pressroom/states/idaho/id.htm
Q2 2020,IL,157.4,/nchs/pressroom/states/illinois/il.htm
Q2 2020,IN,111.1,/nchs/pressroom/states/indiana/in.htm
Q2 2020,IA,61.1,/nchs/pressroom/states/iowa/ia.htm
Q2 2020,KS,29.2,/nchs/pressroom/states/kansas/ks.htm
Q2 2020,KY,42.4,/nchs/pressroom/states/kentucky/ky.htm
Q2 2020,LA,185,/nchs/pressroom/states/louisiana/la.htm
Q2 2020,ME,21.2,/nchs/pressroom/states/maine/me.htm
Q2 2020,MD,173.5,/nchs/pressroom/states/maryland/md.htm
Q2 2020,MA,304.7,/nchs/pressroom/states/massachusetts/ma.htm
Q2 2020,MI,147.2,/nchs/pressroom/states/michigan/mi.htm
Q2 2020,MN,73.9,/nchs/pressroom/states/minnesota/mn.htm
Q2 2020,MS,106.8,/nchs/pressroom/states/mississippi/ms.htm
Q2 2020,MO,46.2,/nchs/pressroom/states/missouri/mo.htm
Q2 2020,MT,5.2,/nchs/pressroom/states/montana/mt.htm
Q2 2020,NE,50.4,/nchs/pressroom/states/nebraska/ne.htm
Q2 2020,NV,47.2,/nchs/pressroom/states/nevada/nv.htm
Q2 2020,NH,79.8,/nchs/pressroom/states/newhampshire/nh.htm
Q2 2020,NJ,414.6,/nchs/pressroom/states/newjersey/nj.htm
Q2 2020,NM,73.7,/nchs/pressroom/states/newmexico/nm.htm
Q2 2020,NY,420.9,/nchs/pressroom/states/newyork/ny.htm
Q2 2020,NC,41,/nchs/pressroom/states/northcarolina/nc.htm
Q2 2020,ND,32.5,/nchs/pressroom/states/northdakota/nd.htm
Q2 2020,OH,64.2,/nchs/pressroom/states/ohio/oh.htm
Q2 2020,OK,27.6,/nchs/pressroom/states/oklahoma/ok.htm
Q2 2020,OR,14.3,/nchs/pressroom/states/oregon/or.htm
Q2 2020,PA,137.6,/nchs/pressroom/states/pennsylvania/pa.htm
Q2 2020,RI,214.6,/nchs/pressroom/states/rhodeisland/ri.htm
Q2 2020,SC,45.9,/nchs/pressroom/states/southcarolina/sc.htm
Q2 2020,SD,36.3,/nchs/pressroom/states/southdakota/sd.htm
Q2 2020,TN,25.8,/nchs/pressroom/states/tennessee/tn.htm
Q2 2020,TX,42.5,/nchs/pressroom/states/texas/tx.htm
Q2 2020,UT,23.7,/nchs/pressroom/states/utah/ut.htm
Q2 2020,VT,20.8,/nchs/pressroom/states/vermont/vt.htm
Q2 2020,VA,73.1,/nchs/pressroom/states/virginia/va.htm
Q2 2020,WA,40,/nchs/pressroom/states/washington/wa.htm
Q2 2020,WV,14.2,/nchs/pressroom/states/westvirginia/wv.htm
Q2 2020,WI,37,/nchs/pressroom/states/wisconsin/wi.htm
Q2 2020,WY,9,/nchs/pressroom/states/wyoming/wy.htm
Q1 2020,AL,2.8,/nchs/pressroom/states/alabama/al.htm
Q1 2020,AK,,/nchs/pressroom/states/alaska/ak.htm
Q1 2020,AZ,2.6,/nchs/pressroom/states/arizona/az.htm
Q1 2020,AR,1,/nchs/pressroom/states/arkansas/ar.htm
Q1 2020,CA,2.4,/nchs/pressroom/states/california/ca.htm
Q1 2020,CO,6.1,/nchs/pressroom/states/colorado/co.htm
Q1 2020,CT,9.3,/nchs/pressroom/states/connecticut/ct.htm
Q1 2020,DE,2.6,/nchs/pressroom/states/delaware/de.htm
Q1 2020,FL,2.1,/nchs/pressroom/states/florida/fl.htm
Q1 2020,GA,7.3,/nchs/pressroom/states/georgia/ga.htm
Q1 2020,HI,,/nchs/pressroom/states/hawaii/hi.htm
Q1 2020,ID,2.2,/nchs/pressroom/states/idaho/id.htm
Q1 2020,IL,5,/nchs/pressroom/states/illinois/il.htm
Q1 2020,IN,5.9,/nchs/pressroom/states/indiana/in.htm
Q1 2020,IA,0.9,/nchs/pressroom/states/iowa/ia.htm
Q1 2020,KS,1.7,/nchs/pressroom/states/kansas/ks.htm
Q1 2020,KY,2.2,/nchs/pressroom/states/kentucky/ky.htm
Q1 2020,LA,28.2,/nchs/pressroom/states/louisiana/la.htm
Q1 2020,ME,1.2,/nchs/pressroom/states/maine/me.htm
Q1 2020,MD,2.5,/nchs/pressroom/states/maryland/md.htm
Q1 2020,MA,5.3,/nchs/pressroom/states/massachusetts/ma.htm
Q1 2020,MI,15.1,/nchs/pressroom/states/michigan/mi.htm
Q1 2020,MN,1,/nchs/pressroom/states/minnesota/mn.htm
Q1 2020,MS,4,/nchs/pressroom/states/mississippi/ms.htm
Q1 2020,MO,1.3,/nchs/pressroom/states/missouri/mo.htm
Q1 2020,MT,1.4,/nchs/pressroom/states/montana/mt.htm
Q1 2020,NE,0.9,/nchs/pressroom/states/nebraska/ne.htm
Q1 2020,NV,3.6,/nchs/pressroom/states/nevada/nv.htm
Q1 2020,NH,1.5,/nchs/pressroom/states/newhampshire/nh.htm
Q1 2020,NJ,22.9,/nchs/pressroom/states/newjersey/nj.htm
Q1 2020,NM,1,/nchs/pressroom/states/newmexico/nm.htm
Q1 2020,NY,43.5,/nchs/pressroom/states/newyork/ny.htm
Q1 2020,NC,0.6,/nchs/pressroom/states/northcarolina/nc.htm
Q1 2020,ND,,/nchs/pressroom/states/northdakota/nd.htm
Q1 2020,OH,2.4,/nchs/pressroom/states/ohio/oh.htm
Q1 2020,OK,2.7,/nchs/pressroom/states/oklahoma/ok.htm
Q1 2020,OR,1.9,/nchs/pressroom/states/oregon/or.htm
Q1 2020,PA,2.2,/nchs/pressroom/states/pennsylvania/pa.htm
Q1 2020,RI,1.4,/nchs/pressroom/states/rhodeisland/ri.htm
Q1 2020,SC,1.8,/nchs/pressroom/states/southcarolina/sc.htm
Q1 2020,SD,,/nchs/pressroom/states/southdakota/sd.htm
Q1 2020,TN,1.5,/nchs/pressroom/states/tennessee/tn.htm
Q1 2020,TX,1.3,/nchs/pressroom/states/texas/tx.htm
Q1 2020,UT,0.9,/nchs/pressroom/states/utah/ut.htm
Q1 2020,VT,7.6,/nchs/pressroom/states/vermont/vt.htm
Q1 2020,VA,2.4,/nchs/pressroom/states/virginia/va.htm
Q1 2020,WA,12.4,/nchs/pressroom/states/washington/wa.htm
Q1 2020,WV,,/nchs/pressroom/states/westvirginia/wv.htm
Q1 2020,WI,2.3,/nchs/pressroom/states/wisconsin/wi.htm
Q1 2020,WY,,/nchs/pressroom/states/wyoming/wy.htm